site,year,siteyear,rainfall,mgmt,plot,bloc,Ptrt,Inoc,Cv,order,enduse,Zadok1,SPAD1,SRints1,SRsev1,height,tiller,Zadok2,SRints2,SRsev2,SPAD2,tstwt,HI,yieldKG,yieldBU,tkw,myco,Protein,Moisture,Hardness,Starch,SDS,oldWSC,WSC,W,Cu,Fe,Mn,Zn,Cu_adj,Fe_adj,Mn_adj,Zn_adj,PT1,PT2,PT3,Pseeds,PT2adj,PT3adj,PSEEDSadj,P_uptake,Pfinal,Padj_final
Benge,2009,Benge2009,low,organic,77,2,low,none,WALWORTH,69,hard,,,,,55.7,188,,,,,58.3,0.428571429,1174.27,17.94,27.2,25.49019608,12.35,,,,13.1,337.8773899,287.8106787,,4.439,40.34,39.23,31.42,4.439,40.34,39.23,31.42,2399.95,1044.02,228.98,3519.43,2351.4,515.72,4132.78,0.8891,3748.41,4648.5
Benge,2009,Benge2009,low,organic,78,2,low,none,BlancaG,67,hard,,,,,45.7,300,,,,,58.43,0.466666667,978.2,14.92,31.2,20.83333333,12.57,,,,12.8,249.1124027,259.5060557,,5.785,40.77,39,27.88,5.785,40.77,39,27.88,2370.57,841.86,704.37,3301.11,1121.03,937.94,3229.16,0.7749,4005.48,4167.1
Benge,2009,Benge2009,low,organic,79,2,low,none,LOUISE,66,soft,,,,,52.3,236,,,,,51.33,0.321428571,864.45,15,25.9,31.11111111,14.05,,,,14.8,408.4513368,281.0938152,,4.978,44.3,40.45,34.55,4.978,44.3,40.45,34.55,1824.95,939.34,315.39,3310.31,1387.37,465.81,2861.59,0.86,3625.7,3327.4
Benge,2009,Benge2009,low,organic,80,2,low,none,OTIS,68,hard,,,,,62.3,200,,,,,57.16,0.363636364,1097.27,17.1,27.8,24,13.44,,,,13.7,252.5340291,131.9341366,,6.178,39.36,41.23,30.1,6.178,39.36,41.23,30.1,2449.8,1172.12,427.27,3376.01,2757.03,1005.02,3704.39,0.7866,3803.28,4709.41
Bickleton,2009,Bickleton2009,low,No-till,1,1,high,none,ALPOWA,80,soft,,,,,52.3,168,,,,,57.49,0.375,982.31,15.22,26.8,7.41,10.48,,,,7.3,253.452139,281.6561373,,4.707,41.08,36.02,26.26,4.707,41.08,36.02,26.26,4304.41,2623.43,792.7,3410.02,3500.88,1057.83,3349.71,0.76,4202.72,4407.54
Bickleton,2009,Bickleton2009,low,No-till,2,1,high,none,OTIS,79,hard,,,,,65,224,,,,,57.2,0.484848485,1162.38,18.11,26.1,47,13.16,,,,7.9,293.517465,250.0726046,,6.217,48.76,40.03,35.14,6.217,48.76,40.03,35.14,4389.24,2360.35,338.1,3803.75,3727.18,533.89,4421.4,0.8923,4141.85,4955.29
Bickleton,2009,Bickleton2009,low,No-till,3,1,high,none,WALWORTH,78,hard,,,,,52,408,,,,,57.66,0.434782609,999.7,15.45,24.1,62.75,13.11,,,,13.4,205.8914262,217.9592516,,5.309,40.67,36.04,33.44,5.309,40.67,36.04,33.44,3517.69,3532.54,842.03,3497.99,4797.47,1143.55,3496.93,0.7536,4340.02,4640.48
Bickleton,2009,Bickleton2009,low,No-till,4,1,high,none,LOUISE,77,soft,,,,,60.3,216,,,,,54.89,0.489795918,1239.8,20.12,28.7,47.17,12.18,,,,11.3,237.3647265,237.8650724,,4.891,42.77,37.48,34.09,4.891,42.77,37.48,34.09,4157.89,2214.48,304.05,3335.78,3729.74,512.09,4135.69,0.8898,3639.83,4647.78
Bickleton,2009,Bickleton2009,low,No-till,5,1,high,none,BlancaG,76,hard,,,,,49,276,,,,,58.2,0.48,696.79,10.67,28.9,5.77,13.63,,,,13.1,366.593496,337.4903793,,6.014,48.01,46.92,36.42,6.014,48.01,46.92,36.42,4301.44,2480.4,384.61,3806.24,2347.89,364.07,2652.13,0.8793,4190.85,3016.2
Bickleton,2009,Bickleton2009,low,No-till,6,1,high,myco,BlancaG,75,hard,,,,,49.7,200,,,,,60,0.5,770.43,11.44,29.1,36.36,13.75,,,,14.5,201.3050796,135.9725298,,6.501,47.66,45.13,37.52,6.501,47.66,45.13,37.52,4083.44,1710.2,493.89,3638.72,1789.94,516.92,2803.38,0.8443,4132.61,3320.3
Bickleton,2009,Bickleton2009,low,No-till,7,1,high,myco,OTIS,72,hard,,,,,62.7,224,,,,,58.05,0.444444444,1168.97,17.94,26.9,44,13.09,,,,11.3,291.6109578,306.1144598,,5.788,37.48,32.48,28.46,5.788,37.48,32.48,28.46,4193.62,2135.3,259.57,3607.82,3390.92,412.21,4217.42,0.911,3867.39,4629.63
Bickleton,2009,Bickleton2009,low,No-till,8,1,high,myco,ALPOWA,71,soft,,,,,51.3,244,,,,,58.75,0.5,881.04,13.36,27,43,11.43,,,,9.6,269.7543813,273.2412424,,5.191,37.01,34,27.97,5.191,37.01,34,27.97,4342.53,2915.17,246.36,3622.79,3489.12,294.86,3191.82,0.9154,3869.15,3486.68
Bickleton,2009,Bickleton2009,low,No-till,9,1,high,myco,WALWORTH,73,hard,,,,,55,328,,,,,56.44,0.41025641,869.95,13.73,23.8,43.86,13.58,,,,16,142.9179685,142.9543092,,5.44,42.45,33.68,32.19,5.44,42.45,33.68,32.19,2636.77,1919.24,351.29,3741.98,2268.19,415.15,3255.33,0.8869,4093.27,3670.48
Bickleton,2009,Bickleton2009,low,No-till,10,1,high,myco,LOUISE,74,soft,,,,,58.7,280,,,,,53.79,0.5,981.87,16.26,28,60,12.82,,,,11.9,351.0277436,307.4485318,,5.251,45.66,37.78,33.22,5.251,45.66,37.78,33.22,4188.37,2060.22,331.69,3743.65,2748.04,442.43,3675.77,0.8926,4075.34,4118.2
Bickleton,2009,Bickleton2009,low,No-till,11,1,low,none,BlancaG,60,hard,,,,,48.7,216,,,,,60.1,0.423076923,586.21,8.69,28.4,46.94,13.89,,,,15.4,198.6479895,242.7976933,,6.388,45.7,42.24,34.14,6.388,45.7,42.24,34.14,3706.34,2848.85,336.34,3942.08,2268.73,267.85,2310.9,0.8961,4278.42,2578.75
Bickleton,2009,Bickleton2009,low,No-till,12,1,low,none,LOUISE,59,soft,,,,,65,356,,,,,56.03,0.409090909,1334.78,21.22,30.7,48,11.97,,,,11.3,327.6316501,354.9132448,,4.58,38.61,33.58,28.37,4.58,38.61,33.58,28.37,3607.48,1978.86,156.67,3175.23,3588.23,284.09,4238.23,0.9372,3331.9,4522.32
Bickleton,2009,Bickleton2009,low,No-till,13,1,low,none,ALPOWA,58,soft,,,,,54.3,396,,,,,57.07,0.483870968,1131.59,17.66,25.9,87.27,12.91,,,,11.6,239.8687061,259.4019308,,4.506,21.79,17.8,26.22,4.506,21.79,17.8,26.22,3321.85,2993.58,252.64,3345.34,4601.88,388.37,3785.54,0.907,3597.98,4173.91
Bickleton,2009,Bickleton2009,low,No-till,14,1,low,none,OTIS,57,hard,,,,,64.3,304,,,,,58.44,0.388888889,1039.05,15.84,28.2,34.09,12.55,,,,11.9,264.0999045,280.3967751,,5.767,40.38,46.62,26.22,5.767,40.38,46.62,26.22,1655.63,1901.53,185.78,3589.41,2684.08,262.23,3729.56,0.9343,3775.19,3991.79
Bickleton,2009,Bickleton2009,low,No-till,15,1,low,none,WALWORTH,56,hard,,,,,55,492,,,,,56.77,0.344827586,922.97,14.49,23.9,50,14.98,,,,13.1,284.3933893,288.6321041,,5.467,45.63,36.68,26.6,5.467,45.63,36.68,26.6,2671.84,1721.98,165.02,3512.49,2159.1,206.9,3241.91,0.94,3677.51,3448.81
Bickleton,2009,Bickleton2009,low,No-till,16,1,low,myco,WALWORTH,55,hard,,,,,56,488,,,,,57.21,0.380952381,1032.51,16.08,24.1,31,14.65,,,,14.8,482.9517195,369.2937434,,5.278,45.63,33.38,24.71,5.278,45.63,33.38,24.71,2606.89,2121.85,298.84,3667.17,2976.21,419.17,3786.38,0.9003,3966.01,4205.55
Bickleton,2009,Bickleton2009,low,No-till,17,1,low,myco,BlancaG,51,hard,,,,,52.7,160,,,,,58.7,0.397590361,574.22,8.72,28.4,46.67,14.64,,,,14.2,164.2956463,145.094839,,5.972,45.15,42.36,31.98,5.972,45.15,42.36,31.98,3266.26,1594.65,250.76,3738.56,1243.94,195.61,2146.77,0.9165,3989.32,2342.38
Bickleton,2009,Bickleton2009,low,No-till,18,1,low,myco,OTIS,54,hard,,,,,63.7,232,,,,,57.62,0.356321839,1151.36,17.8,26.2,38,13.94,,,,10.5,227.8131509,230.5391058,,5.966,45.29,52.95,28.22,5.966,45.29,52.95,28.22,3212.36,2484.38,450.1,3680.67,3885.86,704.01,4237.8,0.8575,4130.77,4941.81
Bickleton,2009,Bickleton2009,low,No-till,19,1,low,myco,LOUISE,52,soft,,,,,62.7,312,,,,,54.88,0.390804598,1371.66,22.27,27.1,68,12.95,,,,11.9,368.4228505,416.7093146,,4.684,41.82,37.3,30.27,4.684,41.82,37.3,30.27,2802.52,1736.04,290.7,3445.73,3234.91,541.68,4726.37,0.8972,3736.43,5268.05
Bickleton,2009,Bickleton2009,low,No-till,20,1,low,myco,ALPOWA,53,soft,,,,,53.3,288,,,,,56.82,0.4,1108.47,17.38,26.8,38.46,13.46,,,,12.5,338.2697706,395.0160202,,4.276,37.89,33.81,31.7,4.276,37.89,33.81,31.7,4123.91,1658.88,242.93,3084.76,2498.01,365.82,3419.36,0.9034,3327.69,3785.18
Bickleton,2009,Bickleton2009,low,No-till,21,1,low,myco,BlancaG,50,hard,,,,,51,248,,,,,60.2,0.363636364,771.79,11.42,28.9,32,14.04,,,,14.8,35.72359242,60.5515467,,6.352,46.73,45.68,33.95,6.352,46.73,45.68,33.95,3962.08,3799.37,687.3,3720.39,3983.53,720.61,2871.36,0.7994,4407.69,3591.97
Bickleton,2009,Bickleton2009,low,No-till,22,1,low,myco,LOUISE,49,soft,,,,,65.7,268,,,,,54.17,0.385714286,1517.79,24.96,27,36.36,12.87,,,,11.6,236.3433621,247.9851703,,4.645,42.63,38.29,33.56,4.645,42.63,38.29,33.56,2894.62,1637.45,995.95,3332.07,3376.25,2053.54,5057.37,0.7112,4328.02,7110.91
Bickleton,2009,Bickleton2009,low,No-till,23,1,low,myco,WALWORTH,48,hard,,,,,61.7,372,,,,,57.34,0.413793103,1150.13,17.87,28.6,31.37,14.86,,,,15.1,292.1831164,248.7216379,,5.164,43.25,35.94,29.9,5.164,43.25,35.94,29.9,3037.36,1585.09,937.53,3418.07,2476.62,1464.84,3931.24,0.7285,4355.6,5396.08
Bickleton,2009,Bickleton2009,low,No-till,24,1,low,myco,ALPOWA,47,soft,,,,,52,344,,,,,,0.460526316,,,29.8,37,     ,,,,     ,305.7466544,240.3797202,,,,,,,,,,3168.32,1496.21,861.63,,,,,,,
Bickleton,2009,Bickleton2009,low,No-till,25,1,low,myco,OTIS,46,hard,,,,,62.7,272,,,,,56.03,0.328947368,1040.02,16.54,23.9,40.43,15.23,,,,13.1,263.7069193,276.0902969,,6.134,44.81,40.92,26,6.134,44.81,40.92,26,3128.1,2093.96,1254.33,3224.64,2958.47,1772.18,3353.69,0.6543,4478.97,5125.87
Bickleton,2009,Bickleton2009,low,No-till,26,1,low,none,ALPOWA,44,soft,,,,,54.3,364,,,,,56.96,0.30952381,1384.58,21.66,25.8,18,13.55,,,,13.4,317.3643591,342.8026471,,4.548,36.45,33.74,27.13,4.548,36.45,33.74,27.13,2499.69,1634.33,494.71,2888.7,3074.07,930.51,3999.62,0.8113,3383.41,4930.13
Bickleton,2009,Bickleton2009,low,No-till,27,1,low,none,LOUISE,42,soft,,,,,64.3,200,,,,,55.15,0.390243902,1314.77,21.24,29.2,42.31,13.03,,,,12.5,310.788819,318.1225213,,4.675,23.92,20.83,24.13,4.675,23.92,20.83,24.13,3992.91,1110.28,438.12,3071.79,1983.08,782.53,4038.71,0.8377,3509.91,4821.24
Bickleton,2009,Bickleton2009,low,No-till,28,1,low,none,OTIS,45,hard,,,,,60.7,216,,,,,56.84,0.344827586,1101.43,17.26,33.3,46.15,14.03,,,,13.4,341.6239223,257.2502017,,6.118,27.41,26.26,20.54,6.118,27.41,26.26,20.54,3630.22,1789.05,659.73,3225.04,2676.91,987.15,3552.15,0.7825,3884.77,4539.3
Bickleton,2009,Bickleton2009,low,No-till,29,1,low,none,WALWORTH,43,hard,,,,,56.3,524,,,,,57.16,0.354166667,934.99,14.57,29.9,22.92,15.1,,,,16,260.6089966,182.9443062,,5.45,43.58,37.52,31.15,5.45,43.58,37.52,31.15,3086.17,1319.78,468.93,3357.51,1676.35,595.62,3139.24,0.8405,3826.44,3734.86
Bickleton,2009,Bickleton2009,low,No-till,30,1,low,none,BlancaG,41,hard,,,,,49.3,312,,,,,60.1,0.436363636,582.12,8.63,28.9,54.9,13.79,,,,13.1,40.29765409,80.40293619,,6.286,42.24,43.09,33.08,6.286,42.24,43.09,33.08,3431.66,2365.8,401.79,3645.83,1870.89,317.74,2122.32,0.8698,4047.62,2440.06
Bickleton,2009,Bickleton2009,low,No-till,31,1,high,none,WALWORTH,70,hard,,,,,56,340,,,,,57.19,0.419354839,801.24,12.48,24.4,2,13.44,,,,14.5,276.488673,220.9650584,,6.02,43.39,37.45,28.14,6.02,43.39,37.45,28.14,3523.5,2472.87,323.43,3643.83,2691.67,352.05,2919.59,0.8924,3967.26,3271.64
Bickleton,2009,Bickleton2009,low,No-till,32,1,high,none,ALPOWA,69,soft,,,,,53,316,,,,,57.52,0.483870968,1173.21,18.17,28.8,29.03,12.21,,,,11.3,465.0207632,380.1150904,,4.159,36.88,28.25,29.67,4.159,36.88,28.25,29.67,2423.75,1489.5,293.11,3126.13,2373.96,467.15,3667.61,0.887,3419.24,4134.76
Bickleton,2009,Bickleton2009,low,No-till,33,1,high,none,LOUISE,,soft,,,,,,,,,,,,,,,,,,     ,     ,,,198.4821765,211.47826,,,,,,,,,,,,,,,,,,,
Bickleton,2009,Bickleton2009,low,No-till,34,1,high,none,BlancaG,67,hard,,,,,52.3,216,,,,,58.6,0.52631579,804.06,12.22,31.6,20,13.63,,,,14.8,293.0162253,287.418005,,5.784,43.47,41.64,34.81,5.784,43.47,41.64,34.81,3535.48,1578.37,457.79,3596.95,,,,,4054.74,
Bickleton,2009,Bickleton2009,low,No-till,35,1,high,none,OTIS,66,hard,,,,,64.3,300,,,,,57.49,0.428571429,1068.87,16.56,32.7,57,14.22,,,,12.2,,,,6.322,43.67,37.71,31.18,6.322,43.67,37.71,31.18,3902.7,1551.96,280.52,3193.26,1695.22,306.42,2567.57,0.8934,3473.78,2873.99
Bickleton,2009,Bickleton2009,low,No-till,36,1,high,myco,OTIS,64,hard,,,,,59.7,324,,,,,57.48,0.409090909,1123.91,17.42,31.3,34.55,14.08,,,,10.8,250.0618523,251.9296816,,5.996,28.86,22.9,23.89,5.996,28.86,22.9,23.89,4590.7,1812.2,203.85,3181.56,2766.91,311.25,3575.8,0.9199,3385.41,3887.05
Bickleton,2009,Bickleton2009,low,No-till,37,1,high,myco,BlancaG,63,hard,,,,,47,372,,,,,60.1,0.423076923,619.97,9.19,30.7,53.06,14.01,,,,15.4,282.7239453,181.559301,,6.518,38.93,40.12,34.02,6.518,38.93,40.12,34.02,3600.23,2739.61,499.33,3590.09,2307.35,420.55,2225.74,0.8411,4089.42,2646.29
Bickleton,2009,Bickleton2009,low,No-till,38,1,high,myco,WALWORTH,61,hard,,,,,61.3,528,,,,,55.86,0.421052632,981.07,15.65,24.3,32.08,14.43,,,,16,239.4342657,134.9240968,,4.927,45.95,34.05,26.71,4.927,45.95,34.05,26.71,5065.93,1955.39,293.51,3502.58,2606.09,391.18,3436.29,0.8978,3796.09,3827.47
Bickleton,2009,Bickleton2009,low,No-till,39,1,high,myco,LOUISE,65,soft,,,,,58.7,228,,,,,55.32,0.464285714,1265.46,20.38,29.3,4.65,12.85,,,,13.1,213.1255418,151.2131406,,5.153,44.66,39.22,30.3,5.153,44.66,39.22,30.3,3726.35,1566.49,235.19,3391.68,2692.97,404.31,4292.03,0.9139,3626.87,4696.34
Bickleton,2009,Bickleton2009,low,No-till,40,1,high,myco,ALPOWA,62,soft,,,,,53.3,256,,,,,57.15,0.4,1304.33,20.33,25.8,56.86,12.37,,,,11.6,365.5085677,341.7446903,,3.941,39.04,31.13,29.09,3.941,39.04,31.13,29.09,4325.55,1491.06,305.9,3001.95,2642.04,542.03,3915.53,0.8784,3307.85,4457.56
Bickleton,2009,Bickleton2009,low,No-till,41,2,high,none,LOUISE,40,soft,,,,,60,216,,,,,54.9,0.355932203,891.51,14.47,30.3,32,11.52,,,,10.5,348.144035,347.6942983,,4.896,38.85,34.36,28.73,4.896,38.85,34.36,28.73,4163.91,1544.14,350.23,3434.66,1870.11,424.17,3062.03,0.8783,3784.89,3486.2
Bickleton,2009,Bickleton2009,low,No-till,42,2,high,none,BlancaG,39,hard,,,,,54,284,,,,,57.3,0.382978723,995.82,15.48,28.4,15.69,15.37,,,,18.3,229.9939508,188.7998183,,5.302,45.36,45.23,32.94,5.302,45.36,45.23,32.94,4545.48,1466.2,484.01,3215.64,1983.5,654.78,3202.2,0.8302,3699.65,3856.98
Bickleton,2009,Bickleton2009,low,No-till,43,2,high,none,OTIS,38,hard,,,,,66,252,,,,,56.84,0.319148936,1123.53,17.61,27.4,29,14.2,,,,13.7,217.2204481,215.6634135,,6.021,44.39,41.63,32.26,6.021,44.39,41.63,32.26,4804.49,1658.2,642.92,3189.23,2530.91,981.28,3583.19,0.785,3832.15,4564.47
Bickleton,2009,Bickleton2009,low,No-till,44,2,high,none,WALWORTH,37,hard,,,,,55.3,592,,,,,57.22,0.333333333,1045.31,16.27,25.2,42,13.55,,,,16.3,363.5144059,321.1304508,,5.325,37.72,35,26.65,5.325,37.72,35,26.65,4031.14,1977.72,310.47,3277.1,2808.44,440.88,3425.58,0.886,3587.57,3866.46
Bickleton,2009,Bickleton2009,low,No-till,45,2,high,none,ALPOWA,36,soft,,,,,56.3,312,,,,,57.15,0.414634146,1309.43,20.41,26.4,81,12.29,,,,11.9,393.8527683,341.1328425,,4.187,28.57,22.9,22.18,4.187,28.57,22.9,22.18,5210.26,2024.49,233.86,3019.3,3601.25,416,3953.55,0.9048,3253.16,4369.55
Bickleton,2009,Bickleton2009,low,No-till,46,2,high,myco,BlancaG,32,hard,,,,,54,292,,,,,57.6,0.414634146,771.4,11.93,29.3,46.51,12.67,,,,15.7,231.6325556,150.762766,,6.245,30.52,36.12,28.15,6.245,30.52,36.12,28.15,5031.5,,1048.7,3546.26,,1098.98,2735.6,0.7134,4594.96,3834.58
Bickleton,2009,Bickleton2009,low,No-till,47,2,high,myco,ALPOWA,35,soft,,,,,57,436,,,,,56.92,0.428571429,1383.56,21.66,27.9,48,11.74,,,,10.8,245.7440916,239.9650775,,4.143,26.43,20.5,22.42,4.143,26.43,20.5,22.42,5021.22,2210.74,244.99,3082.38,4155.21,460.47,4264.65,0.9025,3327.37,4725.12
Bickleton,2009,Bickleton2009,low,No-till,48,2,high,myco,LOUISE,31,soft,,,,,60.7,300,,,,,55.15,0.393939394,964.24,15.58,31,29.79,11.62,,,,10.8,412.9905127,358.2866329,,5.296,25.85,25.1,24.39,5.296,25.85,25.1,24.39,5433.81,1843.81,356.2,3579.96,2415.24,466.6,3451.96,0.8809,3936.16,3918.56
Bickleton,2009,Bickleton2009,low,No-till,49,2,high,myco,WALWORTH,34,hard,,,,,61.7,588,,,,,57.06,0.351851852,1254.96,19.6,24.7,38.89,13.02,,,,15.4,140.1763096,214.9624289,,5.46,28.43,24.56,19.76,5.46,28.43,24.56,19.76,4417.82,1923.8,219.98,3366.77,3279.78,375.04,4225.15,0.9185,3586.75,4600.19
Bickleton,2009,Bickleton2009,low,No-till,50,2,high,myco,OTIS,33,hard,,,,,73,296,,,,,57.53,0.343283582,1198.47,18.56,28.7,66.07,13.05,,,,11.6,78.71648581,221.4042311,,6.457,28.09,26.92,25.15,6.457,28.09,26.92,25.15,5557.65,2434.58,339.81,3343.63,3963.75,553.24,4007.23,0.8787,3683.44,4560.47
Bickleton,2009,Bickleton2009,low,No-till,51,2,low,none,LOUISE,20,soft,,,,,58.7,172,,,,,54.9,0.45,1056.07,17.14,32,55.56,12.04,,,,12.2,197.3358697,245.4385721,,5.229,24.66,20.28,24.3,5.229,24.66,20.28,24.3,3687.65,1349.28,262.26,3404.46,1935.76,376.25,3595.35,0.9053,3666.72,3971.6
Bickleton,2009,Bickleton2009,low,No-till,52,2,low,none,BlancaG,19,hard,,,,,54,204,,,,,58.78,0.45,894.53,13.56,29.4,30,13.11,,,,14.5,177.4645891,176.3698752,,5.728,25.46,27.83,27.31,5.728,25.46,27.83,27.31,4270.24,1326.76,447.25,3554.34,1612.29,543.5,3179.47,0.854,4001.59,3722.97
Bickleton,2009,Bickleton2009,low,No-till,53,2,low,none,ALPOWA,18,soft,,,,,55.7,368,,,,,56.55,0.444444444,1389.21,21.89,28.4,70,12.74,,,,11.9,263.616,263.616,,4.211,23.58,15.02,20.16,4.211,23.58,15.02,20.16,3611.16,1639.23,262.14,2938.94,3093.61,494.72,4082.82,0.8919,3201.08,4577.54
Bickleton,2009,Bickleton2009,low,No-till,54,2,low,none,WALWORTH,17,hard,,,,,59.3,324,,,,,57.63,0.448275862,1245.97,19.26,27,0,13.54,,,,14.8,309.0740879,311.3600122,,5.252,30.01,21.91,17.5,5.252,30.01,21.91,17.5,3726.82,1719.45,241.05,3391.46,2910.42,408.02,4225.66,0.9119,3632.51,4633.68
Bickleton,2009,Bickleton2009,low,No-till,55,2,low,none,OTIS,16,hard,,,,,55.7,184,,,,,56.1,0.392857143,735.41,11.68,27.8,45,12.44,,,,11.6,281.545071,186.2225421,,6.21,27.37,21.15,19.54,6.21,27.37,21.15,19.54,4272.51,1820.66,383.81,3459.15,1818.94,383.45,2543.91,0.869,3842.96,2927.36
Bickleton,2009,Bickleton2009,low,No-till,56,2,low,myco,ALPOWA,13,soft,,,,,53,292,,,,,58.66,0.5,1473.66,22.38,29.1,43.4,11.5,,,,11.6,321.3578012,319.7042361,,4.682,36.13,31.86,26.24,4.682,36.13,31.86,26.24,4773.66,2067.4,280.3,2958.14,4138.82,561.15,4359.28,0.886,3238.44,4920.43
Bickleton,2009,Bickleton2009,low,No-till,57,2,low,myco,WALWORTH,14,hard,,,,,65,392,,,,,58.92,0.444444444,1067.16,16.14,27.8,20,13.18,,,,15.4,135.9326177,195.635558,,5.133,35.84,31.69,24.4,5.133,35.84,31.69,24.4,4358.74,2055.92,280.02,3621.14,2980.53,405.96,3864.34,0.9049,3901.16,4270.3
Bickleton,2009,Bickleton2009,low,No-till,58,2,low,myco,LOUISE,11,soft,,,,,58.7,260,,,,,56.01,0.392857143,1093.95,17.4,32.5,16.33,11.95,,,,11.6,236.3963204,246.3699451,,5.402,39.5,34.14,30.37,5.402,39.5,34.14,30.37,4263.19,1889.94,243.3,3530.82,2808.69,361.57,3862.55,0.9144,3774.12,4224.12
Bickleton,2009,Bickleton2009,low,No-till,59,2,low,myco,BlancaG,12,hard,,,,,54,292,,,,,59.32,0.454545455,898.26,13.49,30.6,41.67,12.98,,,,14.2,195.6356458,237.2874768,,5.569,36.93,35.12,32.03,5.569,36.93,35.12,32.03,4725.31,1441.47,296.34,3550.86,1758.98,361.61,3189.58,0.8982,3847.2,3551.19
Bickleton,2009,Bickleton2009,low,No-till,60,2,low,myco,OTIS,15,hard,,,,,64.7,336,,,,,56.59,0.428571429,844.58,13.3,29.7,4,11.91,,,,12.5,232.3311953,307.3912994,,5.773,37.6,32.13,24,5.773,37.6,32.13,24,4581.49,2028.31,422.94,3584.57,2327.18,485.26,3027.45,0.8619,4007.51,3512.71
Bickleton,2009,Bickleton2009,low,No-till,61,2,high,none,BlancaG,30,hard,,,,,49.7,252,,,,,59.4,0.461538462,721.89,10.83,29.7,30.77,13.39,,,,14.2,240.0858923,183.8136429,,6.484,41.12,43.31,32.53,6.484,41.12,43.31,32.53,4563.14,2826.61,570.62,3663.69,2771.99,559.59,2644.77,0.8254,4234.31,3204.36
Bickleton,2009,Bickleton2009,low,No-till,62,2,high,none,WALWORTH,29,hard,,,,,57.7,572,,,,,57.48,0.369565217,1145.34,17.75,25.5,44.83,13.59,,,,15.1,145.201301,167.7277472,,4.834,39.78,38.79,30.16,4.834,39.78,38.79,30.16,4894.13,2580.66,640.44,3630.76,4015.32,996.48,4158.44,0.8067,4271.2,5154.92
Bickleton,2009,Bickleton2009,low,No-till,63,2,high,none,OTIS,28,hard,,,,,64.7,236,,,,,57.88,0.382716049,1312.16,20.2,30,28,12.66,,,,13.4,169.5651908,218.0144911,,5.638,34.95,36.86,29.64,5.638,34.95,36.86,29.64,4984.01,2043.86,552.56,3419.86,3643.31,984.97,4487.42,0.82,3972.42,5472.39
Bickleton,2009,Bickleton2009,low,No-till,64,2,high,none,LOUISE,27,soft,,,,,61.7,356,,,,,54.74,0.396226415,1553.18,25.28,32.1,56.6,11.66,,,,10.5,147.1003763,200.8841184,,4.768,34.11,31.51,23.11,4.768,34.11,31.51,23.11,4243.25,1864.51,299.95,3173.19,3934.07,632.88,4928.53,0.8862,3473.14,5561.41
Bickleton,2009,Bickleton2009,low,No-till,65,2,high,none,ALPOWA,26,soft,,,,,54.3,328,,,,,57.11,0.323076923,1365.23,21.3,29.1,28.07,12.55,,,,11.6,278.7915753,337.3336402,,3.766,28.59,25.67,19.9,3.766,28.59,25.67,19.9,4033.55,1217.78,740,2743.5,2258.55,1372.44,3745.49,0.7318,3483.5,5117.93
Bickleton,2009,Bickleton2009,low,No-till,66,2,high,myco,BlancaG,21,hard,,,,,45.7,224,,,,,56.8,0.387755102,694.5,10.89,30.2,56,13.37,,,,13.4,101.9104459,128.57754,,5.763,38.03,41.68,31.47,5.763,38.03,41.68,31.47,4405.17,2602.8,526.69,3667.25,2455.66,496.92,2546.9,0.8367,4193.94,3043.82
Bickleton,2009,Bickleton2009,low,No-till,67,2,high,myco,WALWORTH,22,hard,,,,,52.7,412,,,,,56.76,0.377777778,1129.24,17.73,26.2,44,13.84,,,,16,305.10216,304.8510779,,5.236,38.34,40.59,30.23,5.236,38.34,40.59,30.23,4864.06,2152.1,695.86,3668.95,3301.44,1067.49,4143.12,0.7951,4364.81,5210.61
Bickleton,2009,Bickleton2009,low,No-till,68,2,high,myco,LOUISE,24,soft,,,,,66,296,,,,,54.99,0.389830509,1344.24,21.78,31.1,58,12.17,,,,11.9,195.5177653,152.0985145,,4.565,36.3,33.03,27.02,4.565,36.3,33.03,27.02,4660.39,1111.04,460.92,3178.76,2028.91,841.7,4273.02,0.8354,3639.68,5114.72
Bickleton,2009,Bickleton2009,low,No-till,69,2,high,myco,ALPOWA,25,soft,,,,,53.7,356,,,,,58.12,0.410714286,1375.56,21.08,29.4,17.19,12.27,,,,11.9,244.5971453,258.3656599,,4.17,34.45,32.11,25.62,4.17,34.45,32.11,25.62,3512.43,938.74,274.68,2977.04,1754.22,513.28,4095.1,0.8886,3251.72,4608.38
Bickleton,2009,Bickleton2009,low,No-till,70,2,high,myco,OTIS,23,hard,,,,,67.7,304,,,,,57.44,0.353846154,1513.34,23.47,29.3,22,12.72,,,,12.2,187.241314,206.6693378,,5.785,40.48,42.58,29.95,5.785,40.48,42.58,29.95,4916.74,2276.33,674.14,3381.17,4679.82,1385.94,5116.87,0.7869,4055.31,6502.81
Bickleton,2009,Bickleton2009,low,No-till,71,2,low,none,BlancaG,1,hard,,,,,51,336,,,,,58.1,0.454545455,635.26,9.74,31.1,50.98,13.69,,,,18.3,220.8067934,175.4451745,,6.182,41.85,39.83,33.72,6.182,41.85,39.83,33.72,4222.39,1991.13,1016.44,3598.39,1718.33,877.18,2285.9,0.7227,4614.83,3163.08
